Ticker,Quantidade,Setor,Data de atualização,valor_atual,PAYOUT,LPA,VPA,P/L,P/VP,P/SR,ROE,ROA,EBITDA,Margem bruta,Margem líquida,Margem EBITDA,Margem operacional,P/CF,Liquidez corrente,Liquidez imediata,Liquidez seca,Giro do ativo,Endividamento geral,Ativo por ação,Dívida bruta,Dívida líquida,Capital de giro,Receita líquida por ação,EBIT por ação,Margem EBIT
B3SA3,100,,2024-04-07 20:57:38,12.0,"57,96%",0.73,3.59,16.4,3.34,6.83,20.37,0.08,6.339,90.01,41.65,63.9,56.02,18.04,1.55,0.15,1.55,0.2,143.62,8.75,14.009,1.979,6.689,1.76,0.93,52.91
CCRO3,100,,2024-04-07 20:58:02,13.6899995803833,"22,91%",0.84,6.17,16.22,2.22,1.46,14.18,0.03,7.796,42.88,9.8,41.18,15.91,4.06,1.3,0.54,1.25,0.35,317.85,27.05,30.654,23.477,2.512,9.37,3.08,32.87
CEDO4,100,,2024-04-07 20:58:07,27.850000381469727,"0,00%",8.04,19.85,3.47,1.4,0.25,40.09,0.09,212.0,30.08,7.19,19.03,9.07,2.85,1.4,0.24,0.88,1.26,341.08,88.22,349.0,264.0,134.0,111.54,18.87,16.92
CEED3,100,,2024-04-07 20:58:11,22.899999618530273,"0,00%",6.62,49.15,3.46,0.47,0.33,13.46,0.06,454.0,21.47,9.42,9.48,9.42,4.83,1.09,0.16,1.08,0.63,328.1,112.11,4.43,3.11,240.0,70.22,4.48,6.37
CGAS5,100,,2024-04-07 20:58:24,113.9000015258789,"33,37%",10.63,12.78,10.71,8.91,1.0,83.15,0.1,3.492,21.32,9.29,23.04,14.11,4.4,1.2,0.48,1.16,1.1,710.95,103.67,6.978,5.132,756.0,114.39,22.01,19.24
CGRA4,100,,2024-04-07 20:58:29,27.1200008392334,"56,74%",4.76,44.03,5.69,0.62,0.8,10.82,0.07,86.0,51.94,14.13,12.73,16.06,3.56,2.28,0.67,1.72,0.53,44.15,63.47,,,320.0,33.7,2.83,8.39
CIEL3,100,,2024-04-07 20:58:33,5.440000057220459,"48,34%",0.77,4.52,7.08,1.2,1.39,16.47,0.02,4.424,47.09,23.29,41.74,31.61,15.41,1.15,0.01,1.15,0.1,619.27,39.67,7.73,6.476,12.638,3.9,1.29,33.07
CMIG3,100,,2024-04-07 20:58:39,14.869999885559082,"47,46%",2.62,11.2,5.68,1.33,0.89,23.39,0.1,8.504,22.75,15.65,23.08,18.59,4.93,0.91,0.12,0.91,0.67,123.08,24.98,9.831,7.519,1.224,16.74,3.28,19.62
CMIG4,100,,2024-04-07 20:58:45,12.869999885559082,"47,46%",2.62,11.2,5.68,1.33,0.89,23.39,0.1,8.504,22.75,15.65,23.08,18.59,4.93,0.91,0.12,0.91,0.67,123.08,24.98,9.831,7.519,1.224,16.74,3.28,19.62
COCE5,100,,2024-04-07 20:58:50,35.15999984741211,"7,60%",4.05,53.83,8.68,0.65,0.32,7.53,0.02,1.788,18.58,3.66,20.74,5.29,5.08,0.56,0.02,0.56,0.66,212.5,168.23,5.855,5.66,2.26,110.76,16.01,14.46
CPFE3,100,,2024-04-07 20:58:54,34.959999084472656,"60,12%",4.8,16.38,7.29,2.13,1.01,27.69,0.07,12.477,34.33,13.93,31.4,20.19,4.53,0.91,0.22,0.91,0.53,274.88,65.06,26.437,20.904,1.711,34.49,9.18,26.62
CPLE3,100,,2024-04-07 20:59:00,8.710000038146973,"87,47%",0.76,8.01,12.85,1.22,1.35,9.62,0.04,5.076,22.8,10.83,23.64,11.59,8.25,1.47,0.61,1.45,0.38,130.74,18.71,14.962,9.322,4.406,7.2,1.24,17.2
CPLE6,100,,2024-04-07 20:59:05,9.729999542236328,"96,20%",0.76,8.01,12.85,1.22,1.35,9.62,0.04,5.076,22.8,10.83,23.64,11.59,8.25,1.47,0.61,1.45,0.38,130.74,18.71,14.962,9.322,4.406,7.2,1.24,17.2
CSAN3,100,,2024-04-07 20:59:16,15.270000457763672,"68,34%",0.25,9.86,65.71,1.64,0.75,5.48,0.02,15.581,26.67,6.43,38.33,8.74,2.83,1.62,0.87,1.51,0.29,189.23,73.56,62.256,47.175,10.77,21.69,6.54,30.14
CSMG3,100,,2024-04-07 20:59:21,21.170000076293945,"52,49%",3.63,19.92,5.84,1.06,1.09,18.21,0.1,2.578,41.35,18.63,34.83,24.12,4.64,1.26,0.51,1.21,0.52,87.35,37.32,4.743,3.712,531.0,19.47,4.71,24.16
CSNA3,100,,2024-04-07 20:59:28,14.949999809265137,"496,22%",0.24,13.2,62.3,1.13,0.44,2.05,0.0,8.558,26.33,0.89,18.84,2.28,2.72,1.32,0.64,0.94,0.5,364.98,69.02,44.859,27.279,8.06,34.26,3.91,11.41
CTNM4,100,,2024-04-07 20:59:39,1.149999976158142,"0,00%",15.47,7.84,0.12,0.23,0.05,186.32,0.26,294.0,2.07,70.52,24.44,68.77,0.59,0.49,0.08,0.3,0.36,624.99,107.68,1.305,1.095,1.014,39.24,13.05,33.25
CYRE3,100,,2024-04-07 20:59:44,23.43000030517578,"33,62%",2.36,19.24,9.94,1.22,1.5,13.01,0.06,1.192,32.68,17.68,19.07,20.19,15.21,2.83,0.07,1.76,0.36,104.37,43.46,5.158,2.454,6.314,15.64,2.82,18.0
DASA3,100,,2024-04-07 20:59:49,5.53000020980835,"0,00%",1.51,9.74,3.66,0.57,0.29,15.4,0.04,2.209,27.27,7.93,15.5,6.99,4.32,1.25,0.28,1.17,0.54,257.43,34.82,10.651,8.962,1.39,18.93,1.21,6.41
DIRR3,100,,2024-04-07 20:59:54,24.700000762939453,"23,15%",1.91,11.26,12.93,2.19,1.82,18.33,0.05,483.0,34.18,16.43,20.52,18.55,25.06,3.44,0.61,2.07,0.31,258.74,43.64,1.344,16.0,2.54,13.57,2.44,17.95
ECOR3,100,,2024-04-07 21:00:05,7.820000171661377,"10,25%",0.82,3.93,9.56,1.99,0.62,19.98,0.02,3.58,36.8,6.75,40.48,14.48,1.53,0.98,0.67,0.98,0.34,769.31,37.28,18.154,13.732,94.0,12.7,4.0,31.46
ELET3,100,,2024-04-07 21:00:23,40.939998626708984,"12,84%",1.97,48.69,20.82,0.84,2.55,3.91,0.02,17.351,49.75,11.83,46.7,4.65,11.49,1.76,0.5,1.75,0.14,137.46,115.75,60.997,41.582,20.737,16.11,5.95,36.95
ELET6,100,,2024-04-07 21:00:28,45.81999969482422,"86,84%",1.97,48.69,20.82,0.84,2.55,3.91,0.02,17.351,49.75,11.83,46.7,4.65,11.49,1.76,0.5,1.75,0.14,137.46,115.75,60.997,41.582,20.737,16.11,5.95,36.95
EMBR3,100,,2024-04-07 21:00:33,32.380001068115234,"0,00%",1.06,18.22,30.6,1.78,0.92,5.33,0.01,2.724,17.25,3.0,10.44,2.14,8.48,1.65,0.44,0.93,0.5,254.77,70.5,13.973,3.56,11.57,35.26,2.06,5.83
ENGI4,100,,2024-04-07 21:00:45,8.010000228881836,"55,86%",0.83,5.2,9.68,1.54,0.64,16.44,0.04,7.624,27.27,9.05,26.72,12.51,2.74,1.12,0.08,1.11,0.42,333.12,29.73,32.377,24.988,1.856,12.46,2.64,21.2
EQTL3,100,,2024-04-07 21:00:50,31.889999389648438,"19,49%",1.81,18.39,17.62,1.73,0.89,11.38,0.03,9.52,29.63,7.02,23.23,7.4,11.65,1.54,0.25,1.53,0.4,309.92,90.35,46.452,34.214,9.803,35.73,6.67,18.66
YDUQ3,100,,2024-04-07 21:00:56,16.649999618530273,"52,48%",0.49,9.84,33.78,1.69,1.0,5.06,0.02,1.589,59.65,3.0,30.89,2.14,5.65,1.47,0.35,1.47,0.55,203.81,30.05,5.143,4.444,679.0,16.65,2.6,15.63
ETER3,100,,2024-04-07 21:01:01,7.309999942779541,"24,61%",2.06,12.46,3.55,0.59,0.4,16.53,0.1,112.0,25.75,11.27,9.97,5.58,5.28,1.92,0.04,1.35,0.87,68.92,21.05,142.0,125.0,271.0,18.28,1.21,6.63
EUCA4,100,,2024-04-07 21:01:06,16.399999618530273,"6,04%",4.56,25.99,3.6,0.63,0.57,17.54,0.1,598.0,32.81,15.77,22.37,12.15,2.9,1.78,0.04,1.14,0.65,70.67,44.36,716.0,586.0,644.0,28.91,3.78,13.09
EVEN3,100,,2024-04-07 21:01:11,8.020000457763672,"53,49%",1.08,9.73,7.43,0.82,0.54,11.85,0.05,302.0,21.74,11.48,10.17,13.93,3.26,3.27,0.02,1.56,0.41,153.43,36.49,1.331,394.0,3.795,14.87,1.46,9.84
EZTC3,100,,2024-04-07 21:01:16,15.09000015258789,"18,97%",1.08,21.02,13.93,0.72,3.08,5.23,0.04,213.0,31.73,22.72,19.71,25.29,14.59,6.24,0.21,2.7,0.18,24.96,26.6,856.0,93.0,2.108,4.9,0.86,17.46
